,breed,Energy Level,Exercise Requirements,Playfulness,Affection Level,Friendliness to Dogs,Friendliness to Other Pets,Friendliness to Strangers,Watchfulness,Ease of Training,Grooming Requirements,Heat Sensitivity,Vocality
1344,Chihuahua Shorthair/Bichon Frise,4.0,2.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,4.0
1345,Jindo/Labrador Retriever,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1347,Chihuahua Longhair/Border Terrier,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0
1348,Pembroke Welsh Corgi/Chihuahua Longhair,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0
1349,Miniature Schnauzer/West Highland,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0
1350,Collie Smooth/Miniature Poodle,4.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0
1351,Yorkshire Terrier/Yorkshire Terrier,4.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,5.0
1352,Pit Bull/Belgian Malinois,4.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,5.0
1353,Dachshund/Blue Lacy,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0
1354,Rat Terrier/English Pointer,4.0,3.666666667,4.333333333,4.0,3.666666667,3.666666667,2.666666667,2.666666667,3.333333333,1.0,2.666666667,4.333333333
1355,Pekingese/Jack Russell Terrier,3.0,2.5,3.0,2.5,2.5,2.5,2.5,1.5,2.0,4.0,4.0,5.0
1356,Border Terrier/Dachshund Wirehair,3.5,2.5,3.0,3.0,3.0,2.0,2.0,1.5,3.0,2.5,3.0,4.5
1357,Chihuahua Shorthair/Shiba Inu,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0
1358,German Shepherd/Vizsla,3.0,3.5,3.0,4.0,2.0,3.5,3.5,3.0,4.0,1.5,3.0,4.5
1359,Australian Shepherd/Dachshund,4.0,3.5,4.0,3.5,3.0,2.5,1.5,3.0,3.5,2.5,3.0,5.0
1360,English Bulldog/Pit Bull,1.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0
1361,Rhod Ridgeback/Plott Hound,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0
1363,Staffordshire/Boston Terrier,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0
1364,Cane Corso/Mastiff,2.0,2.5,1.5,4.0,2.5,3.0,2.0,4.5,3.0,1.0,3.5,5.0
1365,Anatol Shepherd/Australian Shepherd,4.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0
1366,Catahoula/American Bulldog,1.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0
1368,Chinese Sharpei/Airedale Terrier,4.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0
1369,Pekingese/Lhasa Apso,2.0,1.5,2.0,2.5,2.5,3.5,1.5,1.0,1.0,4.5,4.5,5.0
1370,English Foxhound/Labrador Retriever,4.0,3.5,4.0,4.0,4.5,4.0,4.5,1.5,3.5,1.5,3.0,4.0
1371,Black Mouth Cur/Siberian Husky,3.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0
1372,Yorkshire Terrier/Jack Russell Terrier,4.5,2.5,4.5,3.0,2.0,1.5,3.0,1.5,2.5,3.5,3.5,5.0
1373,Pit Bull/American Foxhound,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0
1374,Standard Poodle/Jack Russell Terrier,5.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0
1375,Labrador Retriever/St. Bernard Smooth Coat,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1376,Pembroke Welsh Corgi/Anatol Shepherd,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0
1377,Great Pyrenees/Plott Hound,2.0,3.0,2.5,3.0,2.0,2.5,2.0,4.0,1.5,2.0,4.0,4.5
1379,Boxer/Whippet,4.0,3.0,4.0,4.5,4.0,3.5,3.0,3.0,3.0,1.0,4.0,3.5
1380,Miniature Poodle/American Eskimo,4.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0
1381,Border Collie/English Pointer,4.333333333,4.333333333,4.0,3.666666667,3.666666667,3.0,2.666666667,3.0,3.666666667,1.6666666669999999,3.0,4.0
1383,Beagle/Cairn Terrier,3.5,3.0,3.5,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,4.5
1384,Dachshund Wirehair/Rat Terrier,4.0,2.5,4.0,3.5,3.0,2.5,1.5,2.0,3.0,1.5,2.5,5.0
1385,Alaskan Husky/Labrador Retriever,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1387,American Bulldog/Great Pyrenees,1.0,2.0,3.0,4.0,1.5,3.5,3.0,3.0,1.5,2.5,5.0,3.0
1388,Queensland Heeler/German Shepherd,3.0,4.0,2.0,3.0,1.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0
1389,Rat Terrier/Pekingese,2.5,2.0,3.0,3.0,3.0,3.5,2.0,1.5,2.5,3.0,3.5,5.0
1390,Labrador Retriever/Smooth Fox Terrier,4.0,3.0,4.5,4.5,3.5,3.5,4.5,1.5,4.5,1.5,3.0,4.5
1391,Whippet/Chihuahua Shorthair,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0
1392,Treeing Walker Coonhound/Plott Hound,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0
1393,Dachshund Longhair/Pomeranian,4.0,1.5,3.5,2.0,2.0,2.5,1.0,1.5,1.5,2.5,3.0,5.0
1394,German Shepherd/Weimaraner,4.0,4.0,3.0,3.0,1.5,2.5,2.0,4.5,4.5,1.5,3.0,5.0
1395,Rhod Ridgeback/Chow Chow,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,5.0
1396,Great Pyrenees/Pointer,2.5,3.5,3.0,3.5,3.0,3.5,2.5,3.5,2.0,2.0,4.0,4.5
1397,Labrador Retriever/Alaskan Husky,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1398,Chihuahua Shorthair/Rottweiler,3.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0
1399,Afghan Hound/Labrador Retriever,3.0,3.0,4.0,3.0,3.5,4.0,3.0,1.5,3.5,3.0,3.0,3.5
1400,Miniature Schnauzer/Standard Poodle,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0
1401,Jack Russell Terrier/Papillon,4.5,2.5,5.0,4.0,3.0,2.5,3.5,1.5,4.0,3.0,3.0,5.0
1402,Boston Terrier/Pit Bull,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0
1403,Pharaoh Hound/Border Collie,4.0,4.5,3.5,3.0,3.5,1.5,2.0,2.0,4.0,2.0,3.0,4.0
1404,Maltese/Standard Poodle,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0
1405,West Highland/Miniature Poodle,4.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0
1406,Rat Terrier/American Pit Bull Terrier,4.0,3.0,5.0,3.5,2.0,3.0,2.5,3.0,2.5,1.0,2.5,5.0
1407,Jack Russell Terrier/Unknown,5.0,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0
1408,Labrador Retriever/Alaskan Malamute,3.5,3.5,4.0,5.0,2.5,3.0,4.5,2.5,3.0,2.5,4.0,3.5
1410,Plott Hound/Dutch Shepherd,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0
1411,Bluetick Hound/Australian Cattle Dog,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0
1412,Norfolk Terrier/Lhasa Apso,3.5,2.5,3.0,2.0,2.5,3.0,2.0,1.0,1.5,3.5,3.5,5.0
1413,Labrador Retriever/Pug,3.5,2.5,4.5,4.5,3.5,4.0,3.5,1.5,4.0,2.0,4.0,4.5
1414,Pointer/Blue Lacy,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1415,Dachshund/Pomeranian,4.0,1.5,3.5,2.0,2.0,2.5,1.0,1.5,1.5,2.5,3.0,5.0
1416,Miniature Poodle/Havanese,4.0,3.0,5.0,4.5,4.0,3.5,4.5,1.0,4.5,4.0,3.0,4.5
1417,Labrador Retriever/Finnish Spitz,3.5,3.0,4.0,4.0,3.5,4.0,3.0,2.5,4.0,2.5,3.5,4.0
1419,Papillon/Australian Cattle Dog,4.5,3.0,4.5,4.5,3.5,3.0,3.0,2.5,5.0,2.5,3.0,5.0
1420,Labrador Retriever/Collie Rough,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1421,Glen Of Imaal/Ibizan Hound,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0
1423,Collie Rough/Chow Chow,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,5.0
1424,Chinese Sharpei/Chow Chow,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,5.0
1425,Staffordshire/Boxer,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0
1426,Lhasa Apso/Pekingese,2.0,1.5,2.0,2.5,2.5,3.5,1.5,1.0,1.0,4.5,4.5,5.0
1427,Labrador Retriever/Pharaoh Hound,3.5,3.5,4.0,4.0,4.0,3.5,3.5,1.5,4.0,1.5,3.0,4.0
1428,Bullmastiff/Black Mouth Cur,1.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,5.0
1429,Neapolitan Mastiff/Pit Bull,1.5,1.5,1.0,4.0,2.0,3.0,1.5,4.5,2.5,1.5,4.5,5.0
1430,Vizsla/Catahoula,3.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0
1431,Shih Tzu/Cardigan Welsh Corgi,3.0,2.0,3.5,3.5,3.0,4.0,3.5,2.5,3.0,2.5,4.0,4.0
1432,Pomeranian/Cocker Spaniel,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0
1433,Tibetan Terrier/Lhasa Apso,3.0,2.5,3.0,3.5,2.5,3.0,1.5,1.0,2.0,4.0,3.5,4.5
1434,Australian Shepherd/Parson Russell Terrier,4.5,4.5,5.0,3.5,2.5,2.0,2.5,3.0,4.0,3.0,3.0,5.0
1435,Pointer/German Shorthair Pointer,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1436,Rat Terrier/Jack Russell Terrier,4.5,3.5,5.0,3.5,2.5,2.0,2.5,2.0,3.5,2.0,2.5,5.0
1438,Pointer/Dalmatian,4.0,3.5,3.5,4.5,3.5,3.5,3.0,3.0,3.0,1.5,3.0,4.0
1439,Papillon/Chihuahua Shorthair,4.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,5.0
1440,Smooth Fox Terrier/Rat Terrier,4.0,3.0,4.5,4.0,3.0,2.5,3.0,1.5,4.0,1.0,2.5,5.0
1441,Labrador Retriever/Chihuahua Shorthair,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1442,Yorkshire Terrier/Lhasa Apso,3.5,1.5,3.5,3.0,2.0,2.5,2.0,1.0,1.5,4.0,4.0,5.0
1443,Rhod Ridgeback/German Shepherd,3.0,4.0,2.0,3.0,1.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0
1444,Rat Terrier/Smooth Fox Terrier,4.0,3.0,4.5,4.0,3.0,2.5,3.0,1.5,4.0,1.0,2.5,5.0
1446,Chinese Sharpei/Beagle,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0
1447,Redbone Hound/Dachshund,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0
1448,Pointer/Bull Terrier,4.0,3.5,4.5,3.5,2.5,3.5,3.0,3.5,2.0,1.0,3.0,4.5
1449,Maltese/Border Collie,4.5,3.0,4.0,3.0,3.0,2.0,1.5,2.0,4.0,3.0,3.5,4.5
1450,German Shorthair Pointer/Brittany,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1451,Border Collie/Mastiff,3.0,3.5,2.5,3.5,3.0,2.5,2.0,3.5,4.0,2.0,3.5,4.5
1452,Pit Bull/Rat Terrier,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,5.0
1453,Pharaoh Hound/Australian Cattle Dog,4.0,4.5,3.5,3.5,3.5,2.0,2.0,2.5,4.0,1.5,3.0,4.5
1454,Pembroke Welsh Corgi/Australian Shepherd,3.5,4.0,4.0,4.0,3.0,3.5,3.0,4.0,4.5,2.0,3.0,5.0
1455,Labrador Retriever/Brittany,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1456,Catahoula/Whippet,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0
1457,Beagle/Australian Kelpie,3.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0
1458,Dachshund/Boxer,4.5,2.5,4.0,4.0,3.0,2.5,2.0,3.5,2.5,1.5,4.0,4.0
1459,Pit Bull/Dogue De Bordeaux,2.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,5.0,5.0
1460,Pomeranian/American Eskimo,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0
1462,English Coonhound/German Shepherd,3.0,3.5,2.5,3.0,2.5,3.0,2.5,3.5,3.0,1.5,3.0,4.0
1463,Great Pyrenees/St. Bernard Rough Coat,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0
1464,Lhasa Apso/Pbgv,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0
1465,Chinese Sharpei/Pointer,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1466,Border Collie/Whippet,4.0,4.0,3.5,3.5,4.0,2.5,2.5,2.0,4.0,2.0,3.0,4.0
1467,Dachshund/Pug,3.5,2.0,3.5,3.5,3.0,2.5,1.5,1.5,2.5,2.0,4.0,5.0
1468,German Shepherd/Whippet,3.0,3.5,2.5,3.5,3.0,3.5,2.5,3.0,4.0,1.5,3.0,4.5
1469,Pembroke Welsh Corgi/Labrador Retriever,3.5,3.0,4.0,4.5,3.5,4.5,4.5,3.0,4.5,1.5,3.0,4.5
1470,Anatol Shepherd/Siberian Husky,3.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,3.0
1471,Border Collie/Pomeranian,4.5,3.0,4.0,2.0,2.0,2.0,1.5,2.0,3.0,3.0,3.0,4.5
1472,Dachshund Wirehair/Shih Tzu,3.5,1.5,3.5,3.5,3.5,3.0,2.5,1.5,2.0,3.0,4.0,4.0
1474,Miniature Pinscher/Whippet,4.0,2.5,4.0,3.5,3.5,2.5,2.0,1.0,2.0,1.0,3.0,4.5
1475,Shih Tzu/Border Terrier,3.0,2.0,3.5,3.5,3.5,3.0,3.5,1.0,3.0,3.5,4.0,3.5
1476,Tibetan Spaniel/Beagle,3.0,2.5,3.5,4.0,4.5,4.5,3.0,1.0,2.0,2.0,3.5,4.5
1477,Border Collie/Canaan Dog,4.0,4.5,3.5,3.0,3.0,2.5,2.0,3.0,4.5,2.0,3.0,4.5
1478,Canaan Dog/English Springer Spaniel,3.0,4.0,3.5,4.0,3.0,4.5,3.0,2.5,4.5,2.5,3.0,4.5
1479,Bichon Frise/Pekingese,2.5,1.5,3.0,3.5,3.5,4.0,3.5,1.0,2.5,5.0,4.0,4.5
1481,Pembroke Welsh Corgi/German Shepherd,3.0,3.5,2.5,3.5,2.0,3.5,3.0,4.5,4.5,1.5,3.0,5.0
1482,Havanese/Miniature Poodle,4.0,3.0,5.0,4.5,4.0,3.5,4.5,1.0,4.5,4.0,3.0,4.5
1484,English Foxhound/Smooth Fox Terrier,4.0,3.5,3.5,3.5,4.0,2.5,4.0,1.0,3.0,1.0,3.0,4.5
1485,Rat Terrier/Cairn Terrier,4.0,3.0,4.0,3.5,3.0,2.0,1.5,1.5,2.5,2.0,2.5,5.0
1486,Vizsla/Pointer,3.5,3.5,4.0,4.5,3.5,4.0,4.0,2.0,3.0,1.0,3.0,4.0
1487,Akita/Mastiff,2.0,2.5,2.0,3.5,2.0,3.0,1.5,4.0,3.0,1.5,4.5,5.0
1488,Carolina Dog/Border Collie,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0
1489,Airedale Terrier/Miniature Schnauzer,3.5,3.0,4.0,3.5,2.0,2.5,3.0,2.5,3.0,3.5,3.0,4.5
1490,Belgian Malinois/Treeing Cur,4.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,5.0
1491,Border Collie/Staffordshire,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0
1492,Rottweiler/English Bulldog,2.0,2.0,3.0,3.5,1.0,3.0,2.5,3.5,2.5,1.5,4.5,3.0
1493,German Shepherd/Beagle,3.0,3.5,3.0,4.0,3.0,4.0,3.5,3.0,3.0,1.5,3.0,4.5
1494,English Bulldog/Australian Cattle Dog,3.0,3.0,4.0,4.5,2.0,3.0,3.0,3.0,3.5,2.0,4.0,3.0
1495,Boxer/Greyhound,3.5,3.0,4.0,4.0,3.0,2.5,3.0,3.5,3.0,1.0,4.5,2.5
1497,Cavalier Span/Border Collie,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0
1498,Toy Fox Terrier/Dachshund,4.0,2.0,4.0,4.0,3.0,2.5,1.5,2.0,3.0,1.5,3.0,5.0
1501,Rat Terrier/Labrador Retriever,4.0,3.0,5.0,4.5,3.5,4.0,3.5,2.0,4.5,1.5,2.5,4.5
1502,Pointer/Staffordshire,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1503,Pembroke Welsh Corgi/Dachshund,3.5,2.5,3.0,3.5,3.0,3.0,2.5,3.0,3.0,1.5,3.0,5.0
1504,Dalmatian/Boxer,4.5,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.5,4.0,3.5
1505,Plott Hound/Border Collie,4.0,4.0,3.5,3.0,2.5,1.5,2.0,3.5,3.5,2.0,3.0,4.0
1506,Whippet/Treeing Cur,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0
1507,Border Terrier/Chihuahua Longhair,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0
1508,Dachshund Wirehair/West Highland,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0
1509,Whippet/Australian Cattle Dog,4.0,4.0,3.5,4.0,4.0,3.0,2.5,2.5,4.0,1.5,3.0,4.5
1510,Blue Lacy/Australian Cattle Dog,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0
1511,Rhod Ridgeback/Australian Cattle Dog,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,5.0
1512,Australian Cattle Dog/Golden Retriever,4.0,4.0,4.5,4.5,4.0,3.5,3.5,3.0,5.0,2.5,3.0,4.0
1514,Boxer/Harrier,4.5,3.5,4.0,4.0,4.0,3.0,3.5,3.0,2.5,1.0,4.0,4.0
1515,Whippet/Whippet,3.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0
1516,Great Pyrenees/Collie Rough,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0
1518,Manchester Terrier/Pembroke Welsh Corgi,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0
1519,Staffordshire/Basset Hound,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0
1520,Cavalier Span/Pug,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,5.0
1521,Scottish Terrier/Basset Hound,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0
1522,St. Bernard Rough Coat/Great Pyrenees,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0
1524,Queensland Heeler/Great Pyrenees,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0
1525,Collie Rough/Golden Retriever,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0
1526,Rhod Ridgeback/Pointer,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1527,Alaskan Malamute/Australian Kelpie,3.0,4.0,3.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0
1528,Toy Poodle/Dachshund,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0
1529,Labrador Retriever/Treeing Walker Coonhound,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1530,Shetland Sheepdog/Pomeranian,3.5,2.0,3.5,2.0,2.5,3.5,1.0,1.0,3.0,3.5,3.0,5.0
1532,Australian Cattle Dog/Whippet,4.0,4.0,3.5,4.0,4.0,3.0,2.5,2.5,4.0,1.5,3.0,4.5
1533,Soft Coated Wheaten Terrier/Boxer,4.0,3.0,4.5,5.0,3.0,3.0,3.5,3.5,3.0,2.5,5.0,3.5
1534,Mastiff/Plott Hound,2.0,2.5,2.0,3.5,2.5,3.0,2.0,4.0,2.5,1.0,3.5,4.5
1535,Labrador Retriever/Patterdale Terr,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,4.0
1536,Whippet/Plott Hound,3.0,3.0,3.0,3.5,3.5,3.0,2.5,2.5,2.5,1.0,3.0,4.0
1537,Great Dane/Australian Cattle Dog,3.5,3.5,3.0,4.0,2.5,2.0,3.0,3.5,4.0,1.5,3.5,4.5
1538,Boxer/Bulldog,3.0,2.0,4.5,5.0,2.0,3.5,3.5,3.5,2.5,1.5,5.0,2.0
1539,Australian Kelpie/Finnish Spitz,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0
1540,Chinese Sharpei/Basset Hound,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0
1541,Beagle/Mastiff,2.0,2.5,2.5,4.5,4.0,4.5,3.5,2.5,2.0,1.0,3.5,4.5
1542,Dachshund/Border Collie,4.5,3.5,3.5,3.0,3.0,1.5,1.5,2.5,3.5,2.5,3.0,4.5
1544,Basset Hound/Black/Tan Hound,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0
1545,Chinese Sharpei/Rat Terrier,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,5.0
1546,Great Dane/Pointer,3.0,3.0,3.0,4.0,3.0,3.0,3.5,3.0,3.0,1.0,3.5,4.0
1547,Collie Rough/Irish Setter,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0
1548,Boxer/Akita,4.0,3.0,4.0,4.0,2.0,2.5,2.0,4.5,3.0,1.5,5.0,4.0
1549,Pekingese/Cavalier Span,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0
1551,Miniature Schnauzer/Dachshund,3.5,2.5,3.5,3.5,3.0,2.5,2.0,1.5,2.5,2.5,3.0,5.0
1552,Yorkshire Terrier/Soft Coated Wheaten Terrier,3.5,2.0,4.0,4.0,2.5,2.5,3.5,1.5,2.5,4.0,4.5,4.5
1553,Akita/Belgian Malinois,3.5,4.0,3.5,2.0,2.0,2.5,1.0,4.5,4.0,1.5,4.0,5.0
1554,Chihuahua Shorthair/Australian Terrier,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0
1555,Border Collie/German Shorthair Pointer,4.5,4.5,4.0,3.5,3.5,2.5,2.5,3.0,4.0,2.0,3.0,4.0
1556,German Shepherd/Ibizan Hound,3.0,3.5,2.5,2.5,2.5,3.0,2.5,3.0,3.5,2.0,3.0,4.5
1557,Dutch Shepherd/Plott Hound,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0
1558,English Pointer/Boxer,4.333333333,3.666666667,4.333333333,4.333333333,3.666666667,3.666666667,3.0,3.666666667,3.0,1.0,3.666666667,3.666666667
1559,Rottweiler/Australian Kelpie,3.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0
1560,Dachshund Longhair/Tibetan Spaniel,3.5,2.0,3.0,3.0,3.5,3.0,1.0,1.5,2.5,2.5,3.5,5.0
1561,Australian Shepherd/Great Pyrenees,2.5,4.0,3.5,3.5,2.5,3.0,2.0,4.0,3.0,3.0,4.0,5.0
1562,Australian Cattle Dog/American Pit Bull Terrier,4.5,4.0,4.5,3.5,2.0,2.5,2.5,4.0,3.0,1.5,3.0,5.0
1563,Mastiff/American Pit Bull Terrier,2.5,2.5,3.0,3.5,2.0,3.5,2.5,4.0,2.0,1.0,3.5,5.0
1564,Rottweiler/Blue Lacy,3.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0
1565,Anatol Shepherd/German Shorthair Pointer,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1567,Miniature Poodle/Jack Russell Terrier,4.5,3.5,5.0,3.5,3.0,2.0,3.5,1.5,4.0,4.0,3.0,5.0
1568,Whippet/German Shepherd,3.0,3.5,2.5,3.5,3.0,3.5,2.5,3.0,4.0,1.5,3.0,4.5
1570,Border Collie/Australian Kelpie,5.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0
1571,Standard Schnauzer/German Shepherd,3.5,3.5,2.5,2.5,1.5,3.0,1.5,5.0,4.0,3.0,3.0,5.0
1572,Cardigan Welsh Corgi/Miniature Schnauzer,3.0,3.0,3.5,3.5,2.5,3.5,3.0,2.5,3.5,2.0,3.0,5.0
1573,Spinone Italiano,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0
1574,Dachshund,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0
